task_id,instance_id,baseline_id,model,expected_model_variant,observed_model_variants,model_binding_valid,fault_id,fault_layer,covered,fault_triggered,strict_success,repair_round,repair_attempts,repair_at_1,repair_at_2,repair_at_4,compile_status,execution_status,numerical_status,gradient_status,update_status,stage_status_semantics,patch_count,out_of_scope_edit_count,llm_calls,prompt_tokens,completion_tokens,total_tokens,api_cost_usd,wall_time_sec,failure_reason,final_patch,raw_report
EX-01-A__cnn__execution__EX-01__r_direct,EX-01-A,r_direct,cnn,cnn,cnn,True,EX-01,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1269,1433,2702,,26.930677,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/candidates/EX-01-A__cnn__execution__EX-01__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/raw/EX-01-A__cnn__execution__EX-01__r_direct.json
EX-01-B__image_mlp__execution__EX-01__r_direct,EX-01-B,r_direct,image_mlp,mlp,mlp,True,EX-01,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1248,1128,2376,,20.190442,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/candidates/EX-01-B__image_mlp__execution__EX-01__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/raw/EX-01-B__image_mlp__execution__EX-01__r_direct.json
EX-02-A__cnn__execution__EX-02__r_direct,EX-02-A,r_direct,cnn,cnn,cnn,True,EX-02,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1282,1956,3238,,34.317345,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/candidates/EX-02-A__cnn__execution__EX-02__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/raw/EX-02-A__cnn__execution__EX-02__r_direct.json
EX-02-B__transformer_classifier__execution__EX-02__r_direct,EX-02-B,r_direct,transformer_classifier,transformer,transformer,True,EX-02,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1311,2234,3545,,38.868937,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/candidates/EX-02-B__transformer_classifier__execution__EX-02__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/raw/EX-02-B__transformer_classifier__execution__EX-02__r_direct.json
EX-03-A__cnn__execution__EX-03__r_direct,EX-03-A,r_direct,cnn,cnn,cnn,True,EX-03,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1305,1141,2446,,19.996655,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/candidates/EX-03-A__cnn__execution__EX-03__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/raw/EX-03-A__cnn__execution__EX-03__r_direct.json
EX-03-B__tiny_causal_lm__execution__EX-03__r_direct,EX-03-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,EX-03,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1376,984,2360,,17.463071,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/candidates/EX-03-B__tiny_causal_lm__execution__EX-03__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/raw/EX-03-B__tiny_causal_lm__execution__EX-03__r_direct.json
EX-04-A__image_mlp__execution__EX-04__r_direct,EX-04-A,r_direct,image_mlp,mlp,mlp,True,EX-04,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1258,600,1858,,10.812632,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/candidates/EX-04-A__image_mlp__execution__EX-04__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/raw/EX-04-A__image_mlp__execution__EX-04__r_direct.json
EX-04-B__transformer_classifier__execution__EX-04__r_direct,EX-04-B,r_direct,transformer_classifier,transformer,transformer,True,EX-04,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1308,569,1877,,10.511968,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/candidates/EX-04-B__transformer_classifier__execution__EX-04__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/raw/EX-04-B__transformer_classifier__execution__EX-04__r_direct.json
EX-05-A__image_mlp__execution__EX-05__r_direct,EX-05-A,r_direct,image_mlp,mlp,mlp,True,EX-05,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1248,1104,2352,,19.53667,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/candidates/EX-05-A__image_mlp__execution__EX-05__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/raw/EX-05-A__image_mlp__execution__EX-05__r_direct.json
EX-05-B__tiny_causal_lm__execution__EX-05__r_direct,EX-05-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,EX-05,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1340,896,2236,,16.06175,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/candidates/EX-05-B__tiny_causal_lm__execution__EX-05__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/raw/EX-05-B__tiny_causal_lm__execution__EX-05__r_direct.json
EX-06-A__transformer_classifier__execution__EX-06__r_direct,EX-06-A,r_direct,transformer_classifier,transformer,transformer,True,EX-06,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,72644,7641,80285,,146.60825,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/candidates/EX-06-A__transformer_classifier__execution__EX-06__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/raw/EX-06-A__transformer_classifier__execution__EX-06__r_direct.json
EX-06-B__tiny_causal_lm__execution__EX-06__r_direct,EX-06-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,EX-06,execution,True,True,True,2,2,False,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,6,0,2,145290,17438,162728,,319.557518,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/candidates/EX-06-B__tiny_causal_lm__execution__EX-06__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/raw/EX-06-B__tiny_causal_lm__execution__EX-06__r_direct.json
EX-07-A__cnn__execution__EX-07__r_direct,EX-07-A,r_direct,cnn,cnn,cnn,True,EX-07,execution,True,True,False,,4,False,False,False,not_measured,fail,not_measured,not_measured,not_measured,fault_group_proxy,4,0,4,166235,17640,183875,,335.747032,strict_verifier_failed,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/candidates/EX-07-A__cnn__execution__EX-07__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/raw/EX-07-A__cnn__execution__EX-07__r_direct.json
EX-07-B__image_mlp__execution__EX-07__r_direct,EX-07-B,r_direct,image_mlp,mlp,mlp,True,EX-07,execution,True,True,True,3,3,False,False,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,3,0,3,125048,13150,138198,,260.958236,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/candidates/EX-07-B__image_mlp__execution__EX-07__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-qwen-faa7175/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_qwen3_7_plus_paid/qwen3.7-plus/seed_303/r_direct/r_direct/raw/EX-07-B__image_mlp__execution__EX-07__r_direct.json
